id,name,content,difficulty
567,Permutation in String,"['Given', 'two', 'strings', 'write', 'function', 'return', 'true', 'contains', 'permutation', 'In', 'one', 'first', 'permutations', 'substring', 'second', 'Example', 'contains', 'one', 'permutation', 'Example', 'The', 'input', 'strings', 'contain', 'lower', 'case', 'The', 'length', 'given', 'strings', 'range']",2
566,Reshape the Matrix,"['In', 'useful', 'function', 'called', 'reshape', 'matrix', 'new', 'one', 'different', 'size', 'keep', 'original', 'given', 'matrix', 'represented', 'two', 'positive', 'integers', 'r', 'c', 'representing', 'row', 'number', 'column', 'number', 'wanted', 'reshaped', 'The', 'reshaped', 'matrix', 'need', 'filled', 'elements', 'original', 'matrix', 'order', 'If', 'operation', 'given', 'parameters', 'possible', 'output', 'new', 'reshaped', 'output', 'original', 'Example', 'nums', 'r', 'c', 'nums', 'The', 'new', 'reshaped', 'matrix', 'fill', 'row', 'row', 'using', 'previous', 'Example', 'nums', 'r', 'c', 'way', 'reshape', 'matrix', 'So', 'output', 'original', 'The', 'height', 'width', 'given', 'matrix', 'range', 'The', 'given', 'r', 'c']",1
565,Array Nesting,"['A', 'array', 'A', 'length', 'N', 'contains', 'integers', 'Find', 'return', 'longest', 'length', 'set', 'subjected', 'rule', 'Suppose', 'first', 'element', 'S', 'starts', 'selection', 'element', 'index', 'next', 'element', 'S', 'By', 'stop', 'adding', 'right', 'duplicate', 'element', 'occurs', 'Example', 'A', 'One', 'longest', 'N', 'integer', 'within', 'range', 'The', 'elements', 'A', 'Each', 'element', 'A', 'integer', 'within', 'range']",2
564,Find the Closest Palindrome,"['Given', 'integer', 'find', 'closest', 'integer', 'including', 'The', 'defined', 'absolute', 'difference', 'minimized', 'two', 'Example', 'The', 'input', 'n', 'positive', 'integer', 'represented', 'whose', 'length', 'exceed', 'If', 'return', 'smaller', 'one']",3
563,Binary Tree Tilt,"['Given', 'binary', 'return', 'tilt', 'whole', 'The', 'tilt', 'tree', 'node', 'defined', 'absolute', 'difference', 'sum', 'left', 'subtree', 'node', 'values', 'sum', 'right', 'subtree', 'node', 'Null', 'node', 'tilt', 'The', 'tilt', 'whole', 'tree', 'defined', 'sum', 'Tilt', 'node', 'Tilt', 'node', 'Tilt', 'node', 'Tilt', 'binary', 'tree', 'The', 'sum', 'node', 'values', 'subtree', 'exceed', 'range', 'All', 'tilt', 'values', 'exceed', 'range']",1
561,Array Partition I,"['Given', 'array', 'task', 'group', 'integers', 'n', 'pairs', 'say', 'makes', 'sum', 'n', 'large', 'Example', 'n', 'maximum', 'sum', 'pairs', 'n', 'positive', 'range', 'All', 'integers', 'array', 'range']",1
560,Subarray Sum Equals K,"['Given', 'array', 'integers', 'integer', 'need', 'find', 'total', 'number', 'continuous', 'subarrays', 'whose', 'sum', 'equals', 'Example', 'k', 'The', 'length', 'array', 'range', 'The', 'range', 'numbers', 'array', 'range', 'integer', 'k']",2
557,Reverse Words in a String III,"['Given', 'need', 'reverse', 'order', 'characters', 'word', 'within', 'sentence', 'still', 'preserving', 'whitespace', 'initial', 'word', 'Example', 'take', 'LeetCode', 'ekat', 'edoCteeL', 'In', 'word', 'separated', 'single', 'space', 'extra', 'space']",1
556,Next Greater Element III,"['Given', 'positive', 'integer', 'need', 'find', 'smallest', 'integer', 'exactly', 'digits', 'existing', 'integer', 'n', 'greater', 'value', 'If', 'positive', 'integer', 'need', 'return', 'Example', 'Example']",2
554,Brick Wall,"['There', 'brick', 'wall', 'front', 'The', 'wall', 'rectangular', 'several', 'rows', 'The', 'bricks', 'height', 'different', 'You', 'want', 'draw', 'vertical', 'line', 'top', 'bottom', 'cross', 'least', 'The', 'brick', 'wall', 'represented', 'list', 'Each', 'row', 'list', 'integers', 'representing', 'width', 'brick', 'row', 'left', 'If', 'line', 'go', 'edge', 'brick', 'considered', 'You', 'need', 'find', 'draw', 'line', 'cross', 'least', 'bricks', 'return', 'number', 'crossed', 'You', 'cannot', 'draw', 'line', 'along', 'one', 'two', 'vertical', 'edges', 'case', 'line', 'obviously', 'cross', 'The', 'width', 'sum', 'bricks', 'different', 'rows', 'exceed', 'The', 'number', 'bricks', 'row', 'range', 'The', 'height', 'wall', 'range', 'Total', 'number', 'bricks', 'wall', 'exceed']",2
553,Optimal Division,"['Given', 'list', 'positive', 'adjacent', 'integers', 'perform', 'float', 'For', 'add', 'number', 'parenthesis', 'position', 'change', 'priority', 'You', 'find', 'add', 'parenthesis', 'get', 'maximum', 'return', 'corresponding', 'expression', 'string', 'Your', 'expression', 'NOT', 'contain', 'redundant', 'bold', 'parenthesis', 'since', 'influence', 'operation', 'So', 'return', 'Other', 'The', 'length', 'input', 'array', 'Elements', 'given', 'array', 'range', 'There', 'one', 'optimal', 'division', 'test']",2
552,Student Attendance Record II,"['Given', 'positive', 'integer', 'return', 'number', 'possible', 'attendance', 'records', 'length', 'regarded', 'The', 'answer', 'may', 'return', 'mod', 'A', 'student', 'attendance', 'record', 'string', 'contains', 'following', 'three', 'A', 'record', 'regarded', 'rewardable', 'contain', 'one', 'two', 'continuous', 'Example', 'n', 'There', 'records', 'length', 'regarded', 'Only', 'regarded', 'rewardable', 'owing', 'one', 'absent', 'The', 'value', 'n', 'exceed']",3
551,Student Attendance Record I,"['You', 'given', 'string', 'representing', 'attendance', 'record', 'The', 'record', 'contains', 'following', 'three', 'A', 'student', 'could', 'rewarded', 'attendance', 'record', 'contain', 'one', 'two', 'continuous', 'You', 'need', 'return', 'whether', 'student', 'could', 'rewarded', 'according', 'attendance', 'Example', 'Example']",1
547,Friend Circles,"['There', 'N', 'students', 'Some', 'Their', 'friendship', 'transitive', 'For', 'A', 'direct', 'friend', 'B', 'direct', 'friend', 'A', 'indirect', 'friend', 'And', 'defined', 'friend', 'circle', 'group', 'students', 'direct', 'indirect', 'Given', 'matrix', 'M', 'representing', 'friend', 'relationship', 'students', 'If', 'ith', 'jth', 'students', 'direct', 'friends', 'otherwise', 'And', 'output', 'total', 'number', 'friend', 'circles', 'among', 'Example', 'students', 'direct', 'friend', 'The', 'student', 'friend', 'So', 'return', 'Example', 'students', 'direct', 'students', 'direct', 'students', 'indirect', 'All', 'friend', 'return', 'N', 'range', 'If']",2
546,Remove Boxes,"['Given', 'several', 'boxes', 'different', 'colors', 'represented', 'different', 'positive', 'You', 'may', 'experience', 'several', 'rounds', 'remove', 'boxes', 'box', 'Each', 'time', 'choose', 'continuous', 'boxes', 'color', 'k', 'k', 'remove', 'get', 'Find', 'maximum', 'points', 'Example', 'The', 'number', 'boxes', 'n', 'would', 'exceed']",3
543,Diameter of Binary Tree,"['Given', 'binary', 'need', 'compute', 'length', 'diameter', 'The', 'diameter', 'binary', 'tree', 'length', 'longest', 'path', 'two', 'nodes', 'This', 'path', 'may', 'may', 'pass', 'Given', 'binary', 'tree', 'Return', 'length', 'path', 'The', 'length', 'path', 'two', 'nodes', 'represented', 'number', 'edges']",1
542,01 Matrix,"['Given', 'matrix', 'consists', 'find', 'distance', 'nearest', 'The', 'distance', 'two', 'adjacent', 'cells', 'Example', 'Example', 'The', 'number', 'elements', 'given', 'matrix', 'exceed', 'There', 'least', 'one', 'given', 'The', 'cells', 'adjacent', 'four', 'left']",2
541,Reverse String II,"['Given', 'string', 'integer', 'need', 'reverse', 'first', 'k', 'characters', 'every', 'characters', 'counting', 'start', 'If', 'less', 'k', 'characters', 'reverse', 'If', 'less', 'greater', 'equal', 'k', 'reverse', 'first', 'k', 'characters', 'left', 'k', 'The', 'string', 'consists', 'lower', 'English', 'letters', 'Length', 'given', 'string', 'k', 'range']",1
540,Single Element in a Sorted Array,"['Given', 'sorted', 'array', 'consisting', 'integers', 'every', 'element', 'appears', 'exactly', 'twice', 'except', 'one', 'element', 'appears', 'Find', 'single', 'element', 'appears', 'Example', 'Example', 'Your', 'solution', 'run', 'time']",2
539,Minimum Time Difference,"['Given', 'list', 'clock', 'time', 'points', 'find', 'minimum', 'minutes', 'difference', 'two', 'time', 'points', 'Example', 'The', 'number', 'time', 'points', 'given', 'list', 'least', 'exceed', 'The', 'input', 'time', 'legal', 'ranges']",2
538,Convert BST to Greater Tree,"['Given', 'Binary', 'Search', 'Tree', 'convert', 'Greater', 'Tree', 'every', 'key', 'original', 'BST', 'changed', 'original', 'key', 'plus', 'sum', 'keys', 'greater', 'original', 'key', 'The', 'root', 'Binary', 'Search', 'Tree', 'like', 'The', 'root', 'Greater', 'Tree', 'like']",1
537,Complex Number Multiplication,"['Given', 'two', 'strings', 'representing', 'two', 'complex', 'You', 'need', 'return', 'string', 'representing', 'Note', 'according', 'Example', 'need', 'convert', 'form', 'Example', 'need', 'convert', 'form', 'The', 'input', 'strings', 'extra', 'The', 'input', 'strings', 'given', 'form', 'integer', 'b', 'belong', 'range', 'And', 'output', 'also']",2
535,Encode and Decode TinyURL,"['This', 'companion', 'problem', 'System', 'Design', 'Design', 'TinyURL', 'URL', 'shortening', 'service', 'enter', 'URL', 'returns', 'short', 'URL', 'Design', 'encode', 'decode', 'methods', 'TinyURL', 'There', 'restriction', 'algorithm', 'You', 'need', 'ensure', 'URL', 'encoded', 'tiny', 'URL', 'tiny', 'URL', 'decoded', 'original']",2
532,K-diff Pairs in an Array,"['Given', 'array', 'integers', 'integer', 'need', 'find', 'number', 'unique', 'pairs', 'Here', 'pair', 'defined', 'integer', 'pair', 'j', 'numbers', 'array', 'absolute', 'difference', 'Example', 'k', 'There', 'two', 'pairs', 'two', 'return', 'number', 'unique', 'Example', 'k', 'There', 'four', 'pairs', 'Example', 'k', 'There', 'one', 'pair', 'The', 'pairs', 'count', 'The', 'length', 'array', 'exceed', 'All', 'integers', 'given', 'input', 'belong']",1
530,Minimum Absolute Difference in BST,"['Given', 'binary', 'search', 'tree', 'find', 'minimum', 'absolute', 'difference', 'values', 'two', 'The', 'minimum', 'absolute', 'difference', 'difference', 'There', 'least', 'two', 'nodes']",1
529,Minesweeper,"['play', 'minesweeper', 'game', 'online', 'You', 'given', 'char', 'matrix', 'representing', 'game', 'represents', 'unrevealed', 'represents', 'unrevealed', 'empty', 'represents', 'revealed', 'blank', 'square', 'adjacent', 'digit', 'represents', 'many', 'mines', 'adjacent', 'revealed', 'finally', 'represents', 'revealed', 'Now', 'given', 'next', 'click', 'position', 'column', 'among', 'unrevealed', 'squares', 'return', 'board', 'revealing', 'position', 'according', 'following', 'If', 'mine', 'game', 'change', 'If', 'empty', 'square', 'adjacent', 'mines', 'change', 'revealed', 'blank', 'adjacent', 'unrevealed', 'squares', 'revealed', 'If', 'empty', 'square', 'least', 'one', 'adjacent', 'mine', 'change', 'digit', 'representing', 'number', 'adjacent', 'Return', 'board', 'squares', 'Example', 'Click', 'Example', 'Click', 'The', 'range', 'input', 'height', 'width', 'The', 'click', 'position', 'unrevealed', 'square', 'also', 'means', 'input', 'board', 'contains', 'least', 'one', 'clickable', 'The', 'input', 'board', 'stage', 'game', 'mines', 'For', 'mentioned', 'rules', 'ignored', 'For', 'need', 'reveal', 'unrevealed', 'mines', 'game', 'consider', 'cases', 'win', 'game', 'flag']",2
526,Beautiful Arrangement,"['Suppose', 'N', 'integers', 'We', 'define', 'beautiful', 'arrangement', 'array', 'constructed', 'N', 'numbers', 'successfully', 'one', 'following', 'true', 'ith', 'position', 'The', 'number', 'ith', 'position', 'divisible', 'divisible', 'number', 'ith', 'Now', 'given', 'many', 'beautiful', 'arrangements', 'Example', 'The', 'first', 'beautiful', 'arrangement', 'Number', 'position', 'divisible', 'Number', 'position', 'divisible', 'The', 'second', 'beautiful', 'arrangement', 'Number', 'position', 'divisible', 'Number', 'position', 'divisible', 'N', 'positive', 'integer', 'exceed']",2
525,Contiguous Array,"['Given', 'binary', 'find', 'maximum', 'length', 'contiguous', 'subarray', 'equal', 'number', 'Example', 'longest', 'contiguous', 'subarray', 'equal', 'number', 'Example', 'longest', 'contiguous', 'subarray', 'equal', 'number', 'The', 'length', 'given', 'binary', 'array', 'exceed']",2
524,Longest Word in Dictionary through Deleting,"['Given', 'string', 'string', 'find', 'longest', 'string', 'dictionary', 'formed', 'deleting', 'characters', 'given', 'If', 'one', 'possible', 'return', 'longest', 'word', 'smallest', 'lexicographical', 'If', 'possible', 'return', 'empty', 'Example', 'Example', 'All', 'strings', 'input', 'contain', 'The', 'size', 'dictionary', 'exceed', 'The', 'length', 'strings', 'input', 'exceed']",2
523,Continuous Subarray Sum,"['Given', 'list', 'numbers', 'target', 'integer', 'write', 'function', 'check', 'array', 'continuous', 'subarray', 'size', 'least', 'sums', 'multiple', 'sums', 'n', 'also', 'Example', 'Because', 'continuous', 'subarray', 'size', 'sums', 'Example', 'Because', 'continuous', 'subarray', 'size', 'sums', 'The', 'length', 'array', 'exceed', 'You', 'may', 'assume', 'sum', 'numbers', 'range', 'signed']",2
522,Longest Uncommon Subsequence II,"['Given', 'list', 'need', 'find', 'longest', 'uncommon', 'subsequence', 'among', 'The', 'longest', 'uncommon', 'subsequence', 'defined', 'longest', 'subsequence', 'one', 'strings', 'subsequence', 'subsequence', 'A', 'subsequence', 'sequence', 'derived', 'one', 'sequence', 'deleting', 'characters', 'without', 'changing', 'order', 'remaining', 'string', 'subsequence', 'empty', 'string', 'subsequence', 'The', 'input', 'list', 'output', 'needs', 'length', 'longest', 'uncommon', 'If', 'longest', 'uncommon', 'subsequence', 'return', 'Example', 'All', 'given', 'lengths', 'exceed', 'The', 'length', 'given', 'list', 'range']",2
521,Longest Uncommon Subsequence I ,"['Given', 'group', 'two', 'need', 'find', 'longest', 'uncommon', 'subsequence', 'group', 'two', 'The', 'longest', 'uncommon', 'subsequence', 'defined', 'longest', 'subsequence', 'one', 'strings', 'subsequence', 'subsequence', 'A', 'subsequence', 'sequence', 'derived', 'one', 'sequence', 'deleting', 'characters', 'without', 'changing', 'order', 'remaining', 'string', 'subsequence', 'empty', 'string', 'subsequence', 'The', 'input', 'two', 'output', 'needs', 'length', 'longest', 'uncommon', 'If', 'longest', 'uncommon', 'subsequence', 'return', 'Example', 'The', 'longest', 'uncommon', 'subsequence', 'subsequence', 'subsequence', 'strings', 'group', 'two', 'Both', 'lengths', 'exceed', 'Only', 'letters', 'z', 'appear', 'input']",1
520,Detect Capital,"['Given', 'need', 'judge', 'whether', 'usage', 'capitals', 'right', 'We', 'define', 'usage', 'capitals', 'word', 'right', 'one', 'following', 'cases', 'All', 'letters', 'word', 'like', 'All', 'letters', 'word', 'like', 'Only', 'first', 'letter', 'word', 'like', 'define', 'word', 'use', 'capitals', 'right', 'Example', 'Example', 'The', 'input', 'word', 'consisting', 'uppercase', 'lowercase', 'latin']",1
518,Coin Change 2,"['You', 'given', 'coins', 'different', 'denominations', 'total', 'amount', 'Write', 'function', 'compute', 'number', 'combinations', 'make', 'You', 'may', 'assume', 'infinite', 'number', 'kind', 'Example', 'amount', 'coins', 'four', 'ways', 'make', 'Example', 'amount', 'coins', 'amount', 'cannot', 'made', 'coins', 'Example', 'amount', 'coins', 'You', 'assume', 'amount', 'coin', 'number', 'coins', 'less', 'answer', 'guaranteed', 'fit', 'signed', 'integer']",2
517,Super Washing Machines,"['You', 'n', 'super', 'washing', 'machines', 'washing', 'machine', 'dresses', 'For', 'could', 'choose', 'washing', 'pass', 'one', 'dress', 'washing', 'machine', 'one', 'adjacent', 'washing', 'machines', 'time', 'Given', 'integer', 'array', 'representing', 'number', 'dresses', 'washing', 'machine', 'left', 'right', 'find', 'minimum', 'number', 'moves', 'make', 'washing', 'machines', 'number', 'If', 'possible', 'return', 'impossible', 'make', 'three', 'washing', 'machines', 'number', 'The', 'range', 'n', 'The', 'range', 'dresses', 'number', 'super', 'washing', 'machine']",3
516,Longest Palindromic Subsequence,"['Given', 'string', 'find', 'longest', 'palindromic', 'length', 'You', 'may', 'assume', 'maximum', 'length', 'Example', 'One', 'possible', 'longest', 'palindromic', 'subsequence', 'Example', 'One', 'possible', 'longest', 'palindromic', 'subsequence']",2
515,Find Largest Value in Each Tree Row,"['You', 'need', 'find', 'largest', 'value', 'row', 'binary']",2
514,Freedom Trail,"['In', 'video', 'game', 'Fallout', 'quest', 'requires', 'players', 'reach', 'metal', 'dial', 'called', 'Trail', 'use', 'dial', 'spell', 'specific', 'keyword', 'order', 'open', 'Given', 'string', 'represents', 'code', 'engraved', 'outer', 'ring', 'another', 'string', 'represents', 'keyword', 'needs', 'You', 'need', 'find', 'minimum', 'number', 'steps', 'order', 'spell', 'characters', 'first', 'character', 'ring', 'aligned', 'You', 'need', 'spell', 'characters', 'string', 'key', 'one', 'one', 'rotating', 'ring', 'clockwise', 'anticlockwise', 'make', 'character', 'string', 'key', 'aligned', 'direction', 'pressing', 'center', 'At', 'stage', 'rotating', 'ring', 'spell', 'key', 'character', 'You', 'rotate', 'ring', 'clockwise', 'anticlockwise', 'one', 'counts', 'The', 'final', 'purpose', 'rotation', 'align', 'one', 'string', 'characters', 'character', 'must', 'equal', 'character', 'If', 'character', 'aligned', 'need', 'press', 'center', 'button', 'also', 'counts', 'After', 'could', 'begin', 'spell', 'next', 'character', 'key', 'finished', 'ring', 'key', 'For', 'first', 'key', 'character', 'since', 'already', 'need', 'step', 'spell', 'For', 'second', 'key', 'character', 'need', 'rotate', 'ring', 'anticlockwise', 'two', 'steps', 'make', 'become', 'need', 'step', 'So', 'final', 'output', 'Length', 'ring', 'key', 'range', 'There', 'lowercase', 'letters', 'strings', 'might', 'duplcate', 'characters', 'guaranteed', 'string', 'key', 'could', 'always', 'spelled', 'rotating', 'string']",3
513,Find Bottom Left Tree Value,"['Given', 'binary', 'find', 'leftmost', 'value', 'last', 'row', 'Example', 'Example', 'You', 'may', 'assume', 'tree', 'given', 'root']",2
508,Most Frequent Subtree Sum,"['Given', 'root', 'asked', 'find', 'frequent', 'subtree', 'The', 'subtree', 'sum', 'node', 'defined', 'sum', 'node', 'values', 'formed', 'subtree', 'rooted', 'node', 'node', 'So', 'frequent', 'subtree', 'sum', 'If', 'return', 'values', 'highest', 'frequency', 'Examples', 'return', 'since', 'values', 'happen', 'return', 'Examples', 'return', 'since', 'happens', 'however', 'occur', 'You', 'may', 'assume', 'sum', 'values', 'subtree', 'range', 'signed']",2
507,Perfect Number,"['We', 'define', 'Perfect', 'Number', 'positive', 'integer', 'equal', 'sum', 'positive', 'divisors', 'except', 'given', 'integer', 'write', 'function', 'returns', 'true', 'perfect', 'number', 'false', 'The', 'input', 'number', 'n', 'exceed']",1
506,Relative Ranks,"['Given', 'scores', 'N', 'find', 'relative', 'ranks', 'people', 'top', 'three', 'highest', 'awarded', 'Example', 'The', 'first', 'three', 'athletes', 'got', 'top', 'three', 'highest', 'got', 'For', 'left', 'two', 'need', 'output', 'relative', 'ranks', 'according', 'N', 'positive', 'integer', 'exceed', 'All', 'scores', 'athletes', 'guaranteed']",1
504,Base 7,"['Given', 'return', 'base', 'string', 'Example', 'Example', 'The', 'input', 'range']",1
503,Next Greater Element II,"['Given', 'circular', 'array', 'next', 'element', 'last', 'element', 'first', 'element', 'print', 'Next', 'Greater', 'Number', 'every', 'The', 'Next', 'Greater', 'Number', 'number', 'x', 'first', 'greater', 'number', 'next', 'means', 'could', 'search', 'circularly', 'find', 'next', 'greater', 'If', 'output', 'Example', 'The', 'first', 'next', 'greater', 'number', 'The', 'number', 'find', 'next', 'greater', 'The', 'second', 'next', 'greater', 'number', 'needs', 'search', 'also', 'The', 'length', 'given', 'array', 'exceed']",2
502,IPO,"['Suppose', 'LeetCode', 'start', 'IPO', 'In', 'order', 'sell', 'good', 'price', 'shares', 'Venture', 'LeetCode', 'would', 'like', 'work', 'projects', 'increase', 'capital', 'Since', 'limited', 'finish', 'k', 'distinct', 'projects', 'Help', 'LeetCode', 'design', 'best', 'way', 'maximize', 'total', 'capital', 'finishing', 'k', 'distinct', 'You', 'given', 'several', 'For', 'project', 'pure', 'profit', 'Pi', 'minimum', 'capital', 'Ci', 'needed', 'start', 'corresponding', 'W', 'When', 'finish', 'obtain', 'pure', 'profit', 'profit', 'added', 'total', 'To', 'sum', 'pick', 'list', 'k', 'distinct', 'projects', 'given', 'projects', 'maximize', 'final', 'output', 'final', 'maximized', 'Example', 'Since', 'initial', 'capital', 'start', 'project', 'indexed', 'After', 'finishing', 'obtain', 'profit', 'capital', 'becomes', 'With', 'capital', 'either', 'start', 'project', 'indexed', 'project', 'indexed', 'Since', 'choose', 'need', 'finish', 'project', 'indexed', 'get', 'maximum', 'output', 'final', 'maximized', 'You', 'may', 'assume', 'numbers', 'input', 'The', 'length', 'Profits', 'array', 'Capital', 'array', 'exceed', 'The', 'answer', 'guaranteed', 'fit', 'signed']",3
501,Find Mode in Binary Search Tree,"['Given', 'binary', 'search', 'tree', 'find', 'frequently', 'occurred', 'given', 'Assume', 'BST', 'defined', 'The', 'left', 'subtree', 'node', 'contains', 'nodes', 'keys', 'less', 'equal', 'The', 'right', 'subtree', 'node', 'contains', 'nodes', 'keys', 'greater', 'equal', 'Both', 'left', 'right', 'subtrees', 'must', 'also', 'binary', 'search', 'For', 'Given', 'BST', 'return', 'If', 'tree', 'one', 'return', 'Follow', 'Could', 'without', 'using', 'extra', 'implicit', 'stack', 'space', 'incurred', 'due', 'recursion']",1
500,Keyboard Row,"['Given', 'List', 'return', 'words', 'typed', 'using', 'letters', 'alphabet', 'one', 'American', 'keyboard', 'like', 'image', 'You', 'may', 'use', 'one', 'character', 'keyboard', 'You', 'may', 'assume', 'input', 'string', 'contain', 'letters']",1
498,Diagonal Traverse,"['Given', 'matrix', 'M', 'x', 'N', 'elements', 'N', 'return', 'elements', 'matrix', 'diagonal', 'order', 'shown', 'The', 'total', 'number', 'elements', 'given', 'matrix', 'exceed']",2
496,Next Greater Element I,"['You', 'given', 'two', 'arrays', 'elements', 'subset', 'Find', 'next', 'greater', 'numbers', 'elements', 'corresponding', 'places', 'The', 'Next', 'Greater', 'Number', 'number', 'x', 'first', 'greater', 'number', 'right', 'If', 'output', 'Example', 'For', 'number', 'first', 'cannot', 'find', 'next', 'greater', 'number', 'second', 'output', 'For', 'number', 'first', 'next', 'greater', 'number', 'second', 'array', 'For', 'number', 'first', 'next', 'greater', 'number', 'second', 'output', 'Example', 'For', 'number', 'first', 'next', 'greater', 'number', 'second', 'array', 'For', 'number', 'first', 'next', 'greater', 'number', 'second', 'output', 'All', 'elements', 'The', 'length', 'would', 'exceed']",1
495,Teemo Attacking,"['In', 'LOL', 'hero', 'called', 'Teemo', 'attacking', 'make', 'enemy', 'Ashe', 'poisoned', 'given', 'attacking', 'ascending', 'time', 'series', 'towards', 'Ashe', 'poisoning', 'time', 'duration', 'per', 'need', 'output', 'total', 'time', 'Ashe', 'poisoned', 'You', 'may', 'assume', 'Teemo', 'attacks', 'beginning', 'specific', 'time', 'makes', 'Ashe', 'poisoned', 'condition', 'Example', 'At', 'time', 'point', 'Teemo', 'starts', 'attacking', 'Ashe', 'makes', 'Ashe', 'poisoned', 'This', 'poisoned', 'status', 'last', 'seconds', 'end', 'time', 'point', 'And', 'time', 'point', 'Teemo', 'attacks', 'Ashe', 'causes', 'Ashe', 'poisoned', 'status', 'another', 'So', 'finally', 'need', 'output', 'Example', 'At', 'time', 'point', 'Teemo', 'starts', 'attacking', 'Ashe', 'makes', 'Ashe', 'This', 'poisoned', 'status', 'last', 'seconds', 'end', 'time', 'point', 'beginning', 'time', 'point', 'Teemo', 'attacks', 'Ashe', 'already', 'poisoned', 'Since', 'poisoned', 'status', 'add', 'though', 'second', 'poisoning', 'attack', 'still', 'work', 'time', 'point', 'stop', 'end', 'time', 'point', 'So', 'finally', 'need', 'output', 'You', 'may', 'assume', 'length', 'given', 'time', 'series', 'array', 'exceed', 'You', 'may', 'assume', 'numbers', 'attacking', 'time', 'series', 'poisoning', 'time', 'duration', 'per', 'attacking', 'exceed']",2
494,Target Sum,"['You', 'given', 'list', 'Now', 'symbols', 'For', 'choose', 'one', 'new', 'Find', 'many', 'ways', 'assign', 'symbols', 'make', 'sum', 'integers', 'equal', 'target', 'Example', 'nums', 'S', 'There', 'ways', 'assign', 'symbols', 'make', 'sum', 'nums', 'target', 'The', 'length', 'given', 'array', 'positive', 'exceed', 'The', 'sum', 'elements', 'given', 'array', 'exceed', 'Your', 'output', 'answer', 'guaranteed', 'fitted']",2
493,Reverse Pairs,"['Given', 'array', 'call', 'important', 'reverse', 'pair', 'j', 'You', 'need', 'return', 'number', 'important', 'reverse', 'pairs', 'given', 'The', 'length', 'given', 'array', 'exceed', 'All', 'numbers', 'input', 'array', 'range']",3
492,Construct the Rectangle,"['For', 'web', 'important', 'know', 'design', 'web', 'given', 'specific', 'rectangular', 'web', 'job', 'design', 'rectangular', 'web', 'whose', 'length', 'L', 'width', 'W', 'satisfy', 'following', 'The', 'area', 'rectangular', 'web', 'page', 'designed', 'must', 'equal', 'given', 'target', 'The', 'width', 'W', 'larger', 'length', 'means', 'L', 'The', 'difference', 'length', 'L', 'width', 'W', 'small', 'You', 'need', 'output', 'length', 'L', 'width', 'W', 'web', 'page', 'designed', 'The', 'target', 'area', 'possible', 'ways', 'construct', 'But', 'according', 'requirement', 'according', 'requirement', 'optimal', 'compared', 'So', 'length', 'L', 'width', 'W', 'The', 'given', 'area', 'exceed', 'positive', 'integer', 'The', 'web', 'width', 'length', 'designed', 'must', 'positive']",1
491,Increasing Subsequences,"['Given', 'integer', 'task', 'find', 'different', 'possible', 'increasing', 'subsequences', 'given', 'length', 'increasing', 'subsequence', 'least', 'The', 'length', 'given', 'array', 'exceed', 'The', 'range', 'integer', 'given', 'array', 'The', 'given', 'array', 'may', 'contain', 'two', 'equal', 'integers', 'also', 'considered', 'special', 'case', 'increasing']",2
488,Zuma Game,"['Think', 'Zuma', 'You', 'row', 'balls', 'colored', 'You', 'also', 'several', 'balls', 'Each', 'may', 'choose', 'ball', 'insert', 'row', 'leftmost', 'place', 'rightmost', 'group', 'balls', 'color', 'remove', 'Keep', 'balls', 'Find', 'minimal', 'balls', 'insert', 'remove', 'balls', 'If', 'cannot', 'remove', 'output', 'WRRBBW', 'WBBW', 'WWRRBBWW', 'WWBBWW', 'WWWW', 'G', 'empty', 'RBYYBBRRB', 'RBBBRRB', 'RRRB', 'B', 'empty', 'You', 'may', 'assume', 'initial', 'row', 'balls', 'table', 'consecutive', 'balls', 'The', 'number', 'balls', 'table', 'exceed', 'string', 'represents', 'balls', 'called', 'The', 'number', 'balls', 'hand', 'exceed', 'string', 'represents', 'balls', 'called', 'Both', 'input', 'strings', 'contain', 'characters']",3
486,Predict the Winner,"['Given', 'array', 'scores', 'Player', 'picks', 'one', 'numbers', 'either', 'end', 'array', 'followed', 'player', 'player', 'Each', 'time', 'player', 'picks', 'number', 'available', 'next', 'This', 'continues', 'scores', 'The', 'player', 'maximum', 'score', 'Given', 'array', 'predict', 'whether', 'player', 'You', 'assume', 'player', 'plays', 'maximize', 'Example', 'player', 'choose', 'If', 'chooses', 'player', 'choose', 'If', 'player', 'chooses', 'player', 'left', 'final', 'score', 'player', 'player', 'player', 'never', 'winner', 'need', 'return', 'Example', 'Player', 'first', 'chooses', 'Then', 'player', 'choose', 'No', 'matter', 'number', 'player', 'player', 'choose', 'player', 'score', 'player', 'need', 'return', 'True', 'representing', 'length', 'array', 'Any', 'scores', 'given', 'array', 'integers', 'exceed', 'If', 'scores', 'players', 'player', 'still']",2
485,Max Consecutive Ones,"['Given', 'binary', 'find', 'maximum', 'number', 'consecutive', 'Example', 'The', 'first', 'two', 'digits', 'last', 'three', 'digits', 'consecutive', 'The', 'maximum', 'number', 'consecutive', 'The', 'input', 'array', 'contain', 'The', 'length', 'input', 'array', 'positive', 'integer', 'exceed']",1
